"","agency_cd","site_no","sample_dt","sample_tm","sample_end_dt","sample_end_tm","sample_start_time_datum_cd_reported","tm_datum_rlbty_cd","coll_ent_cd","medium_cd","project_cd","aqfr_cd","tu_id","body_part_id","hyd_cond_cd","samp_type_cd","hyd_event_cd","sample_lab_cm_tx","parm_cd","remark_cd","result_va","val_qual_tx","meth_cd","dqi_cd","rpt_lev_va","rpt_lev_cd","lab_std_va","prep_set_no","prep_dt","anl_set_no","anl_dt","result_lab_cm_tx","anl_ent_cd","startDateTime","sample_start_time_datum_cd"
"83","USGS","01189000",2016-07-28,"12:40",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00608",NA,0.01,"n","SHC02","S",0.01,"DLDQC",NA,NA,NA,"KONE16221A",20160808,NA,"USGSNWQL",2016-07-28 17:40:00,"UTC"
"84","USGS","01189000",2016-07-28,"12:40",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00613",NA,0.011,NA,"DZ001","S",0.001,"DLDQC",NA,NA,NA,"KONE16221A",20160808,NA,"USGSNWQL",2016-07-28 17:40:00,"UTC"
"85","USGS","01189000",2016-07-28,"12:40",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00618",NA,3.82,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-28 17:40:00,"UTC"
"86","USGS","01189000",2016-07-28,"12:40",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00631",NA,3.83,NA,"RED01","S",0.04,"DLDQC",NA,NA,NA,"KNO316230A",20160817,NA,"USGSNWQL",2016-07-28 17:40:00,"UTC"
"87","USGS","01189000",2016-07-28,"12:40",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00660",NA,4.96,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-28 17:40:00,"UTC"
"88","USGS","01189000",2016-07-28,"12:40",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00665",NA,1.74,"d","CL021","S",0.004,"DLDQC",NA,NA,NA,"PELW235A",20160823,NA,"USGSNWQL",2016-07-28 17:40:00,"UTC"
"89","USGS","01189000",2016-07-28,"12:40",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00671",NA,1.62,"d","PHM01","S",0.004,"DLDQC",NA,NA,NA,"KONE16221A",20160808,NA,"USGSNWQL",2016-07-28 17:40:00,"UTC"
"90","USGS","01189000",2016-07-28,"12:40",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"62855",NA,4.67,NA,"AKP01","S",0.05,"DLDQC",NA,NA,NA,"PTNP223A",20160811,NA,"USGSNWQL",2016-07-28 17:40:00,"UTC"
"91","USGS","01189000",2016-08-05,"08:30",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","7","9","L-2230067 FED EX LATE DELIVERY   Received Aug 10, 2016","00605",NA,0.34,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-05 13:30:00,"UTC"
"92","USGS","01189000",2016-08-05,"08:30",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","7","9","L-2230067 FED EX LATE DELIVERY   Received Aug 10, 2016","00608",NA,0.01,"n","SHC02","S",0.01,"DLDQC",NA,NA,NA,"KONE16224A",20160812,NA,"USGSNWQL",2016-08-05 13:30:00,"UTC"
"93","USGS","01189000",2016-08-05,"08:30",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","7","9","L-2230067 FED EX LATE DELIVERY   Received Aug 10, 2016","00613",NA,0.008,NA,"DZ001","S",0.001,"DLDQC",NA,NA,NA,"KONE16228A",20160816,NA,"USGSNWQL",2016-08-05 13:30:00,"UTC"
"94","USGS","01189000",2016-08-05,"08:30",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","7","9","L-2230067 FED EX LATE DELIVERY   Received Aug 10, 2016","00618",NA,4.02,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-05 13:30:00,"UTC"
"95","USGS","01189000",2016-08-05,"08:30",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","7","9","L-2230067 FED EX LATE DELIVERY   Received Aug 10, 2016","00631",NA,4.03,NA,"RED01","S",0.04,"DLDQC",NA,NA,NA,"KNO316236A",20160823,NA,"USGSNWQL",2016-08-05 13:30:00,"UTC"
"96","USGS","01189000",2016-08-05,"08:30",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","7","9","L-2230067 FED EX LATE DELIVERY   Received Aug 10, 2016","00660",NA,3.46,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-05 13:30:00,"UTC"
"97","USGS","01189000",2016-08-05,"08:30",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","7","9","L-2230067 FED EX LATE DELIVERY   Received Aug 10, 2016","00665",NA,1.13,"d","CL021","S",0.004,"DLDQC",NA,NA,NA,"PELW237A",20160826,NA,"USGSNWQL",2016-08-05 13:30:00,"UTC"
"98","USGS","01189000",2016-08-05,"08:30",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","7","9","L-2230067 FED EX LATE DELIVERY   Received Aug 10, 2016","00671",NA,1.13,"d","PHM01","S",0.004,"DLDQC",NA,NA,NA,"KONE16224A",20160812,NA,"USGSNWQL",2016-08-05 13:30:00,"UTC"
"99","USGS","01189000",2016-08-05,"08:30",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","7","9","L-2230067 FED EX LATE DELIVERY   Received Aug 10, 2016","62855",NA,4.38,NA,"AKP01","S",0.05,"DLDQC",NA,NA,NA,"PTNP229A",20160817,NA,"USGSNWQL",2016-08-05 13:30:00,"UTC"
"100","USGS","01189000",2016-08-17,"09:10",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00605",NA,0.96,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-17 14:10:00,"UTC"
"101","USGS","01189000",2016-08-17,"09:10",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00608",NA,0.02,NA,"SHC02","S",0.01,"DLDQC",NA,NA,NA,"KONE16239A",20160826,NA,"USGSNWQL",2016-08-17 14:10:00,"UTC"
"102","USGS","01189000",2016-08-17,"09:10",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00613",NA,0.014,NA,"DZ001","S",0.001,"DLDQC",NA,NA,NA,"KONE16239A",20160826,NA,"USGSNWQL",2016-08-17 14:10:00,"UTC"
"103","USGS","01189000",2016-08-17,"09:10",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00618",NA,3.05,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-17 14:10:00,"UTC"
"104","USGS","01189000",2016-08-17,"09:10",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00631",NA,3.07,NA,"RED01","S",0.04,"DLDQC",NA,NA,NA,"KNO316243A",20160830,NA,"USGSNWQL",2016-08-17 14:10:00,"UTC"
"105","USGS","01189000",2016-08-17,"09:10",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00660",NA,3.7,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-17 14:10:00,"UTC"
"106","USGS","01189000",2016-08-17,"09:10",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00665",NA,1.31,"d","CL021","S",0.004,"DLDQC",NA,NA,NA,"PELW259A",20160916,NA,"USGSNWQL",2016-08-17 14:10:00,"UTC"
"107","USGS","01189000",2016-08-17,"09:10",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00671",NA,1.21,"d","PHM01","S",0.004,"DLDQC",NA,NA,NA,"KONE16239A",20160826,NA,"USGSNWQL",2016-08-17 14:10:00,"UTC"
"108","USGS","01189000",2016-08-17,"09:10",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"62855",NA,4.04,NA,"AKP01","S",0.05,"DLDQC",NA,NA,NA,"PTNP238A",20160826,NA,"USGSNWQL",2016-08-17 14:10:00,"UTC"
"109","USGS","01189000",2016-09-12,"09:10",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00605",NA,0.86,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-09-12 14:10:00,"UTC"
"110","USGS","01189000",2016-09-12,"09:10",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00608",NA,0.03,NA,"SHC02","S",0.01,"DLDQC",NA,NA,NA,"KONE16263A",20160919,NA,"USGSNWQL",2016-09-12 14:10:00,"UTC"
"111","USGS","01189000",2016-09-12,"09:10",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00613",NA,0.012,NA,"DZ001","S",0.001,"DLDQC",NA,NA,NA,"KONE16263A",20160919,NA,"USGSNWQL",2016-09-12 14:10:00,"UTC"
"112","USGS","01189000",2016-09-12,"09:10",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00618",NA,3.58,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-09-12 14:10:00,"UTC"
"113","USGS","01189000",2016-09-12,"09:10",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00631",NA,3.59,NA,"RED01","S",0.04,"DLDQC",NA,NA,NA,"KNO316277A",20161003,NA,"USGSNWQL",2016-09-12 14:10:00,"UTC"
"114","USGS","01189000",2016-09-12,"09:10",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00660",NA,4.09,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-09-12 14:10:00,"UTC"
"115","USGS","01189000",2016-09-12,"09:10",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00665",NA,1.48,"d","CL021","S",0.004,"DLDQC",NA,NA,NA,"PELW271A",20160928,NA,"USGSNWQL",2016-09-12 14:10:00,"UTC"
"116","USGS","01189000",2016-09-12,"09:10",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00671",NA,1.34,"d","PHM01","S",0.004,"DLDQC",NA,NA,NA,"KONE16263A",20160919,NA,"USGSNWQL",2016-09-12 14:10:00,"UTC"
"117","USGS","01189000",2016-09-12,"09:10",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"62855",NA,4.48,NA,"AKP01","S",0.05,"DLDQC",NA,NA,NA,"PTNP265A",20160921,NA,"USGSNWQL",2016-09-12 14:10:00,"UTC"
"118","USGS","01193500",2016-01-11,"12:45",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"5","9","3","A-0120056 Filter 1 =130mL  Filter 2 =120mL L-0120056 FED EX LATE DELIVERY","00605","<",0.34,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-11 17:45:00,"UTC"
"119","USGS","01193500",2016-01-11,"12:45",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"5","9","3","A-0120056 Filter 1 =130mL  Filter 2 =120mL L-0120056 FED EX LATE DELIVERY","00608","<",0.01,NA,"SHC02","R",0.01,"DLDQC",NA,NA,NA,"KONE16014A",20160114,NA,"USGSNWQL",2016-01-11 17:45:00,"UTC"
"120","USGS","01193500",2016-01-11,"12:45",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"5","9","3","A-0120056 Filter 1 =130mL  Filter 2 =120mL L-0120056 FED EX LATE DELIVERY","00613",NA,0.001,"n","DZ001","R",0.001,"DLDQC",NA,NA,NA,"KONE16014A",20160114,NA,"USGSNWQL",2016-01-11 17:45:00,"UTC"
"121","USGS","01193500",2016-01-11,"12:45",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"5","9","3","A-0120056 Filter 1 =130mL  Filter 2 =120mL L-0120056 FED EX LATE DELIVERY","00618",NA,0.204,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-11 17:45:00,"UTC"
"122","USGS","01193500",2016-01-11,"12:45",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"5","9","3","A-0120056 Filter 1 =130mL  Filter 2 =120mL L-0120056 FED EX LATE DELIVERY","00631",NA,0.205,NA,"RED01","R",0.04,"DLDQC",NA,NA,NA,"KNO316020A",20160120,NA,"USGSNWQL",2016-01-11 17:45:00,"UTC"
"123","USGS","01193500",2016-01-11,"12:45",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"5","9","3","A-0120056 Filter 1 =130mL  Filter 2 =120mL L-0120056 FED EX LATE DELIVERY","00660","<",0.012,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-11 17:45:00,"UTC"
"124","USGS","01193500",2016-01-11,"12:45",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"5","9","3","A-0120056 Filter 1 =130mL  Filter 2 =120mL L-0120056 FED EX LATE DELIVERY","00665",NA,0.029,NA,"CL021","R",0.004,"DLDQC",NA,NA,NA,"PELW014B",20160114,NA,"USGSNWQL",2016-01-11 17:45:00,"UTC"
"125","USGS","01193500",2016-01-11,"12:45",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"5","9","3","A-0120056 Filter 1 =130mL  Filter 2 =120mL L-0120056 FED EX LATE DELIVERY","00671","<",0.004,NA,"PHM01","R",0.004,"DLDQC",NA,NA,NA,"KONE16014A",20160114,NA,"USGSNWQL",2016-01-11 17:45:00,"UTC"
"126","USGS","01193500",2016-02-01,"14:00",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"9","9","9","A-0330042 Filter 1: 209mL  Filter 2: 201mL","00605","<",0.16,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-02-01 19:00:00,"UTC"
"127","USGS","01193500",2016-02-01,"14:00",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"9","9","9","A-0330042 Filter 1: 209mL  Filter 2: 201mL","00608","<",0.01,NA,"SHC02","R",0.01,"DLDQC",NA,NA,NA,"KONE16035A",20160205,NA,"USGSNWQL",2016-02-01 19:00:00,"UTC"
"128","USGS","01193500",2016-02-01,"14:00",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"9","9","9","A-0330042 Filter 1: 209mL  Filter 2: 201mL","00613","<",0.001,NA,"DZ001","R",0.001,"DLDQC",NA,NA,NA,"KONE16035A",20160205,NA,"USGSNWQL",2016-02-01 19:00:00,"UTC"
"129","USGS","01193500",2016-02-01,"14:00",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"9","9","9","A-0330042 Filter 1: 209mL  Filter 2: 201mL","00618",NA,0.256,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-02-01 19:00:00,"UTC"
"130","USGS","01193500",2016-02-01,"14:00",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"9","9","9","A-0330042 Filter 1: 209mL  Filter 2: 201mL","00631",NA,0.256,NA,"RED01","R",0.04,"DLDQC",NA,NA,NA,"KNO316035A",20160204,NA,"USGSNWQL",2016-02-01 19:00:00,"UTC"
"131","USGS","01193500",2016-02-01,"14:00",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"9","9","9","A-0330042 Filter 1: 209mL  Filter 2: 201mL","00660","<",0.012,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-02-01 19:00:00,"UTC"
"132","USGS","01193500",2016-02-01,"14:00",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"9","9","9","A-0330042 Filter 1: 209mL  Filter 2: 201mL","00665",NA,0.007,"n","CL021","R",0.004,"DLDQC",NA,NA,NA,"PELW039B",20160209,NA,"USGSNWQL",2016-02-01 19:00:00,"UTC"
"133","USGS","01193500",2016-02-01,"14:00",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"9","9","9","A-0330042 Filter 1: 209mL  Filter 2: 201mL","00671","<",0.004,NA,"PHM01","R",0.004,"DLDQC",NA,NA,NA,"KONE16035A",20160205,NA,"USGSNWQL",2016-02-01 19:00:00,"UTC"
"134","USGS","01193500",2016-03-02,"07:45",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"8","9","9","A-0630031 Filter 1 =184mL  Filter 2 =189mL L-0630031 Lab codes not indicated as add or delete, LC's added, JNV","00605","<",0.14,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-03-02 12:45:00,"UTC"
"135","USGS","01193500",2016-03-02,"07:45",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"8","9","9","A-0630031 Filter 1 =184mL  Filter 2 =189mL L-0630031 Lab codes not indicated as add or delete, LC's added, JNV","00608","<",0.01,NA,"SHC02","R",0.01,"DLDQC",NA,NA,NA,"KONE16063A",20160304,NA,"USGSNWQL",2016-03-02 12:45:00,"UTC"
"136","USGS","01193500",2016-03-02,"07:45",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"8","9","9","A-0630031 Filter 1 =184mL  Filter 2 =189mL L-0630031 Lab codes not indicated as add or delete, LC's added, JNV","00613","<",0.001,NA,"DZ001","R",0.001,"DLDQC",NA,NA,NA,"KONE16063A",20160304,NA,"USGSNWQL",2016-03-02 12:45:00,"UTC"
"137","USGS","01193500",2016-03-02,"07:45",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"8","9","9","A-0630031 Filter 1 =184mL  Filter 2 =189mL L-0630031 Lab codes not indicated as add or delete, LC's added, JNV","00618",NA,0.265,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-03-02 12:45:00,"UTC"
"138","USGS","01193500",2016-03-02,"07:45",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"8","9","9","A-0630031 Filter 1 =184mL  Filter 2 =189mL L-0630031 Lab codes not indicated as add or delete, LC's added, JNV","00631",NA,0.265,NA,"RED01","R",0.04,"DLDQC",NA,NA,NA,"KNO316070A",20160310,NA,"USGSNWQL",2016-03-02 12:45:00,"UTC"
"139","USGS","01193500",2016-03-02,"07:45",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"8","9","9","A-0630031 Filter 1 =184mL  Filter 2 =189mL L-0630031 Lab codes not indicated as add or delete, LC's added, JNV","00660","<",0.012,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-03-02 12:45:00,"UTC"
"140","USGS","01193500",2016-03-02,"07:45",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"8","9","9","A-0630031 Filter 1 =184mL  Filter 2 =189mL L-0630031 Lab codes not indicated as add or delete, LC's added, JNV","00665",NA,0.01,NA,"CL021","R",0.004,"DLDQC",NA,NA,NA,"PELW068A",20160316,NA,"USGSNWQL",2016-03-02 12:45:00,"UTC"
"141","USGS","01193500",2016-03-02,"07:45",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"8","9","9","A-0630031 Filter 1 =184mL  Filter 2 =189mL L-0630031 Lab codes not indicated as add or delete, LC's added, JNV","00671","<",0.004,NA,"PHM01","R",0.004,"DLDQC",NA,NA,NA,"KONE16063A",20160304,NA,"USGSNWQL",2016-03-02 12:45:00,"UTC"
"142","USGS","01193500",2016-04-11,"08:15",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"5","9","3","A-1030084 Filter 1 =218mL  Filter 2 =226mL","00605","<",0.17,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-04-11 13:15:00,"UTC"
"143","USGS","01193500",2016-04-11,"08:15",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"5","9","3","A-1030084 Filter 1 =218mL  Filter 2 =226mL","00608","<",0.01,NA,"SHC02","R",0.01,"DLDQC",NA,NA,NA,"KONE16106A",20160415,NA,"USGSNWQL",2016-04-11 13:15:00,"UTC"
"144","USGS","01193500",2016-04-11,"08:15",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"5","9","3","A-1030084 Filter 1 =218mL  Filter 2 =226mL","00613","<",0.001,NA,"DZ001","R",0.001,"DLDQC",NA,NA,NA,"KONE16106A",20160415,NA,"USGSNWQL",2016-04-11 13:15:00,"UTC"
"145","USGS","01193500",2016-04-11,"08:15",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"5","9","3","A-1030084 Filter 1 =218mL  Filter 2 =226mL","00618",NA,0.179,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-04-11 13:15:00,"UTC"
"146","USGS","01193500",2016-04-11,"08:15",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"5","9","3","A-1030084 Filter 1 =218mL  Filter 2 =226mL","00631",NA,0.179,NA,"RED01","R",0.04,"DLDQC",NA,NA,NA,"KNO316110B",20160419,NA,"USGSNWQL",2016-04-11 13:15:00,"UTC"
"147","USGS","01193500",2016-04-11,"08:15",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"5","9","3","A-1030084 Filter 1 =218mL  Filter 2 =226mL","00660","<",0.012,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-04-11 13:15:00,"UTC"
"148","USGS","01193500",2016-04-11,"08:15",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"5","9","3","A-1030084 Filter 1 =218mL  Filter 2 =226mL","00665",NA,0.009,NA,"CL021","R",0.004,"DLDQC",NA,NA,NA,"PELW111A",20160422,NA,"USGSNWQL",2016-04-11 13:15:00,"UTC"
"149","USGS","01193500",2016-04-11,"08:15",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"5","9","3","A-1030084 Filter 1 =218mL  Filter 2 =226mL","00671","<",0.004,NA,"PHM01","R",0.004,"DLDQC",NA,NA,NA,"KONE16106A",20160415,NA,"USGSNWQL",2016-04-11 13:15:00,"UTC"
"150","USGS","01193500",2016-04-19,"12:20",NA,NA,"EST","K","USGSCTWC","WS","30G1EQW00",NA,NA,NA,"9","9","9","no NESQA barcode on SLAR or bottle","00605","<",0.22,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-04-19 17:20:00,"UTC"
"151","USGS","01193500",2016-04-19,"12:20",NA,NA,"EST","K","USGSCTWC","WS","30G1EQW00",NA,NA,NA,"9","9","9","no NESQA barcode on SLAR or bottle","00608","<",0.01,NA,"SHC02","R",0.01,"DLDQC",NA,NA,NA,"KONE16116A",20160426,NA,"USGSNWQL",2016-04-19 17:20:00,"UTC"
"152","USGS","01193500",2016-04-19,"12:20",NA,NA,"EST","K","USGSCTWC","WS","30G1EQW00",NA,NA,NA,"9","9","9","no NESQA barcode on SLAR or bottle","00613",NA,0.001,"n","DZ001","R",0.001,"DLDQC",NA,NA,NA,"KONE16116A",20160426,NA,"USGSNWQL",2016-04-19 17:20:00,"UTC"
"153","USGS","01193500",2016-04-19,"12:20",NA,NA,"EST","K","USGSCTWC","WS","30G1EQW00",NA,NA,NA,"9","9","9","no NESQA barcode on SLAR or bottle","00618",NA,0.136,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-04-19 17:20:00,"UTC"
"154","USGS","01193500",2016-04-19,"12:20",NA,NA,"EST","K","USGSCTWC","WS","30G1EQW00",NA,NA,NA,"9","9","9","no NESQA barcode on SLAR or bottle","00631",NA,0.137,NA,"RED01","R",0.04,"DLDQC",NA,NA,NA,"KNO316113C",20160422,NA,"USGSNWQL",2016-04-19 17:20:00,"UTC"
"155","USGS","01193500",2016-04-19,"12:20",NA,NA,"EST","K","USGSCTWC","WS","30G1EQW00",NA,NA,NA,"9","9","9","no NESQA barcode on SLAR or bottle","00660","<",0.012,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-04-19 17:20:00,"UTC"
"156","USGS","01193500",2016-04-19,"12:20",NA,NA,"EST","K","USGSCTWC","WS","30G1EQW00",NA,NA,NA,"9","9","9","no NESQA barcode on SLAR or bottle","00665",NA,0.009,NA,"CL021","R",0.004,"DLDQC",NA,NA,NA,"PELW117A",20160427,NA,"USGSNWQL",2016-04-19 17:20:00,"UTC"
"157","USGS","01193500",2016-04-19,"12:20",NA,NA,"EST","K","USGSCTWC","WS","30G1EQW00",NA,NA,NA,"9","9","9","no NESQA barcode on SLAR or bottle","00671","<",0.004,NA,"PHM01","R",0.004,"DLDQC",NA,NA,NA,"KONE16116A",20160426,NA,"USGSNWQL",2016-04-19 17:20:00,"UTC"
"158","USGS","01193500",2016-04-19,"12:20",NA,NA,"EST","K","USGSCTWC","WS","30G1EQW00",NA,NA,NA,"9","9","9","no NESQA barcode on SLAR or bottle","62855",NA,0.36,NA,"AKP01","R",0.05,"DLDQC",NA,NA,NA,"PTNP118A",20160429,NA,"USGSNWQL",2016-04-19 17:20:00,"UTC"
"159","USGS","01193500",2016-05-10,"08:30",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"5","9","3","A-1330017 Filter 1=218mL  Filter 2=199mL","00605","<",0.19,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-05-10 13:30:00,"UTC"
"160","USGS","01193500",2016-05-10,"08:30",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"5","9","3","A-1330017 Filter 1=218mL  Filter 2=199mL","00608","<",0.01,NA,"SHC02","R",0.01,"DLDQC",NA,NA,NA,"KONE16134A",20160513,NA,"USGSNWQL",2016-05-10 13:30:00,"UTC"
"161","USGS","01193500",2016-05-10,"08:30",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"5","9","3","A-1330017 Filter 1=218mL  Filter 2=199mL","00613","<",0.001,NA,"DZ001","R",0.001,"DLDQC",NA,NA,NA,"KONE16134A",20160513,NA,"USGSNWQL",2016-05-10 13:30:00,"UTC"
"162","USGS","01193500",2016-05-10,"08:30",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"5","9","3","A-1330017 Filter 1=218mL  Filter 2=199mL","00618",NA,0.095,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-05-10 13:30:00,"UTC"
